book_id,book_title,avg_rating,count_ratings,genre,reviews,pages_count,year_first_published
247,You Wouldn't Want to Be Sick in the 16th Century!: Diseases You'd Rather Not Catch,4.07,220,16th-century,,,
248,The European Witch Craze of the 16th and 17th Centuries,3.6,89,16th-century,,,
249,Orgasm and the West: A History of Pleasure from the 16th Century to the Present,3.35,101,16th-century,,,
250,English Critical Texts: 16th to 20th Centuries,4.16,38,16th-century,,,
251,"A Simple Way to Pray: Martin Luther, the 16th Century Reformer, Tells His Barber How to Empower His Prayer Life",4.49,723,16th-century,,,
252,The Wars of Religion - The struggle for power in 16th century Europe - Book I of III,3.71,17,16th-century,,,
253,Magdalena and Balthasar : An Intimate Portrait of Life in 16th Century Europe Revealed in the Letters of a Nuremberg Husband and Wife,3.89,97,16th-century,,,
254,The Oldest Known Malay Manuscript: A 16th Century Malay Translation of the 'Aqa'id of al-Nasafi,4.43,35,16th-century,,,
255,The Emergence of Liberty in the Modern World: The Influence of Calvin on Five Governments from the 16th Through 18th Centuries,3.7,46,16th-century,,,
256,Jewish Intellectual History: 16th to 20th Century,4.05,80,16th-century,,,
257,"Urdu Ghazals: An Anthology, From 16th to 20th Century",4.07,14,16th-century,,,
258,The Wars of Religion - The struggle for power in 16th century Europe - Book II of III,3.44,18,16th-century,,,
259,The Book on Games of Chance: The 16th-Century Treatise on Probability,3.58,24,16th-century,,,
260,The Da Vinci Legacy: How a 16th Century Solitary Genius Became a Global Pop Icon,4.21,95,16th-century,,,
261,Gunpowder and Galleys : Changing Technology and Mediterranean Warfare at Sea in the 16th Century,4.38,55,16th-century,,,
262,The Reformation Experience: Living Through The Turbulent 16Th Century,3.9,30,16th-century,,,
263,Boxer Codex: A Modern Spanish Transcription and English Translation of 16th-Century Exploration Accounts of East and Southeast Asia and the Pacific,4.08,12,16th-century,,,
264,"Murders and Other Confusions: The Chronicles of Susanna, Lady Appleton, 16th-Century Gentlewoman, Herbalist, and Sleuth",3.87,46,16th-century,,,
265,The Well Dress'd Peasant: 16th Century Flemish Workingwomen's Dress,4.18,11,16th-century,,,
266,Echoes from the Past : World History to the 16th Century,3.0,12,16th-century,,,
267,The Wars of Religion - The struggle for power in 16th century Europe - Book III of III,3.0,14,16th-century,,,
268,Deadly Apparition: A modern nuclear submarine crew meets the 16th century Spanish Armada in this alternate reality thriller,4.07,70,16th-century,,,
269,The Complete Mystical Records of Dr. John Dee: Transcribed from the 16th-Century Manuscripts Documenting Dee's Conversations with Angels,4.45,11,16th-century,,,
271,Secret Symbols of the Rosicrucians of the 16th and 17th Centuries,4.53,19,16th-century,,,
272,A History of Sufism in India: 16th Century to Modern Times 2,5.0,5,16th-century,,,
273,"Naval Warfare Under Oars, 4th to 16th Centuries; A Study of Strategy, Tactics and Ship Design.",3.5,12,16th-century,,,
274,The Treacherous World of the 16th Century & How the Pilgrims Escaped It: The Prequel to America's Freedom,3.7,10,16th-century,,,
275,"Agents of Empire: Knights, Corsairs, Jesuits and Spies in the 16th-Century Mediterranean World",4.09,350,16th-century,,,
276,Spanish Poetry: A Dual-Language Anthology 16th-20th Centuries,4.11,18,16th-century,,,
277,Armies of the Volga Bulgars & Khanate of Kazan: 9th–16th centuries,3.89,28,16th-century,,,
278,16th Century Paintings,4.0,19,16th-century,,,
279,The Trial of the 16th Century: Calvin & Servetus,4.47,30,16th-century,,,
280,Historical Fashion in Detail: The 17th and 18th Centuries,4.36,733,17th-century,,,
281,"The Apocalypse of Settler Colonialism: The Roots of Slavery, White Supremacy, and Capitalism in 17th Century North America and the Caribbean",4.32,158,17th-century,,,
282,Five Women Who Loved Love: Amorous Tales from 17th-century Japan,3.53,790,17th-century,,,
283,"The Firefly Witch (Bold Women of the 17th Century, #1)",4.04,419,17th-century,,,
284,"Pirates of Barbary: Corsairs, Conquests and Captivity in the 17th-Century Mediterranean",3.64,560,17th-century,,,
285,Cotswolds Memoir: Discovering a Beautiful Region of Britain on a Quest to Buy a 17th Century Cottage (Cotswolds Memoirs Series Book 1),3.81,414,17th-century,,,
286,"Painting with Fire (Bold Women of the 17th Century, #3)",4.37,345,17th-century,,,
287,For Maids Who Brew & Bake: Rare & Excellent Recipes from 17th Century Newfoundland,4.5,12,17th-century,,,
288,The Road to Newgate: A 17th Century London Mystery,4.13,221,17th-century,,,
289,17th Century Tottenville History Comes Alive: Meet the People. Experience the Events.,4.25,20,17th-century,,,
290,The Wolf's Sun: Intrigue in 17th Century Brittany and Paris,3.5,56,17th-century,,,
291,Modern South India: A History from the 17th Century to Our Times,3.68,101,17th-century,,,
292,Letters of a Portuguese Nun: Uncovering the Mystery Behind a 17th Century Forbidden Love,3.3,187,17th-century,,,
293,The Birth Of The Modern Mind: The Intellectual History Of The 17th And 18th Centuries,4.25,168,17th-century,,,
294,The European Witch Craze of the 16th and 17th Centuries,3.6,89,17th-century,,,
295,Conciatore: The Life and Times of 17th Century Glassmaker Antonio Neri,4.78,9,17th-century,,,
296,Puritanism and Revolution: Studies in Interpretation of the English Revolution of the 17th Century,3.78,63,17th-century,,,
297,The Black Friar: a captivating spy thriller series set in 17th century London (The Seeker Book 2),4.39,654,17th-century,,,
298,Christianopolis: An Ideal of the 17th Century,2.89,28,17th-century,,,
299,Pasta for Nightingales: A 17th-Century Handbook of Bird-Care and Folklore,3.92,50,17th-century,,,
300,The Cherokee Struggle to Maintain Identity in the 17th and 18th Centuries,3.88,8,17th-century,,,
301,The Midnight Midwife: A novel of 17th century family life,4.0,58,17th-century,,,
302,Ghost Stories of 17th Century China from Po Chung-Ling's Liu Tzai Pavilion : Vol. One,3.4,30,17th-century,,,
303,"The Book of Gold: A 17th Century Magical Grimoire of Amulets, Charms, Prayers, Sigils and Spells Using the Biblical Psalms of King David",4.35,60,17th-century,,,
304,"Common Bodies: Women, Touch and Power in 17th-Century England",3.9,52,17th-century,,,
305,"The Grimoire of Arthur Gauntlet: A 17th Century London Cunning-man's Book of Charms, Conjurations and Prayers",4.48,29,17th-century,,,
306,"The Sea Bandits (Bold Women of the 17th Century, #2)",4.46,54,17th-century,,,
307,Erotica: 17Th-18th Century from Rembrandt to Fragonard,3.52,25,17th-century,,,
308,Ancient Devotions to the Sacred Heart of Jesus,4.6,5,17th-century,,,
309,Ghost Walls: The Story of a 17th-Century Colonial Homestead,3.82,51,17th-century,,,
310,Wicked Women: Killers of the 17th and 18th Century,3.28,36,17th-century,,,
311,24 Italian Songs & Arias of the 17th & 18th Centuries Book/Online Audio,4.5,103,17th-century,,,
312,King Philip’s War: The History and Legacy of the 17th Century Conflict Between Puritan New England and the Native Americans,3.85,33,17th-century,,,
313,17th-Century Men's Dress Patterns,4.93,14,17th-century,,,
314,How Sleep the Brave: A Novel of 17th Century Scotland,4.37,38,17th-century,,,
315,Shoninki: The Secret Teachings of the Ninja: The 17th-Century Manual on the Art of Concealment,3.9,278,17th-century,,,
316,Duellists Companion: A training manual for 17th century Italian rapier,4.29,45,17th-century,,,
317,Life in a 17th Century Coffee Shop,3.78,87,17th-century,,,
318,"The Renaissance and 17th Century Rationalism: Routledge History of Philosophy, Volume 4",3.77,26,17th-century,,,
319,Secret Symbols of the Rosicrucians of the 16th and 17th Centuries,4.53,19,17th-century,,,
320,The Battle Of Piedmont And Hunter's Raid On Staunton: The 1864 Shenandoah Campaign,4.33,9,1864-shenandoah-campaign,,,
321,"Worthy of a Higher Rank: The 1864 Shenandoah Valley Campaign Journal of Colonel Joseph Thoburn, Commander, First Infantry Division, Army of West Virginia",5.0,1,1864-shenandoah-campaign,,,
322,"""Give the enemy no rest!"" Sheridan's 1864 Shenandoah Campaign",0.0,0,1864-shenandoah-campaign,,,
323,"The 1864 Shenandoah Campaign (Civil War Regiments , Vol 7, No 2)",0.0,0,1864-shenandoah-campaign,,,
324,Shenandoah 1864 (Campaign 274) by Mark Lardas (20-Oct-2014) Paperback,0.0,0,1864-shenandoah-campaign,,,
325,"The Last Battle of Winchester: Phil Sheridan, Jubal Early, and the Shenandoah Valley Campaign, August 7 - September 19, 1864",4.55,38,1864-shenandoah-campaign,,,
326,The Shenandoah in Flames: The Valley Campaign of 1864,3.87,61,1864-shenandoah-campaign,,,
327,The Shenandoah Valley Campaign of 1864,3.95,22,1864-shenandoah-campaign,,,
328,Shenandoah Summer: The 1864 Valley Campaign,4.52,31,1864-shenandoah-campaign,,,
329,Bloody Autumn: The Shenandoah Valley Campaign of 1864 (Emerging Civil War Series),3.84,43,1864-shenandoah-campaign,,,
330,"Valley Thunder: The Battle of New Market and the Opening of the Shenandoah Valley Campaign May, 1864",4.4,52,1864-shenandoah-campaign,,,
331,From Winchester to Cedar Creek: The Shenandoah Campaign of 1864,4.15,88,1864-shenandoah-campaign,,,
332,Shenandoah 1864: Sheridan’s valley campaign,3.5,10,1864-shenandoah-campaign,,,
333,Struggle for the Shenandoah: Essays on the 1864 Valley Campaign,3.8,10,1864-shenandoah-campaign,,,
334,The Shenandoah Valley in 1864,0.0,0,1864-shenandoah-campaign,,,
335,"The Boy Generals: George Custer, Wesley Merritt, and the Cavalry of the Army of the Potomac: Volume 2 - From the Gettysburg Retreat Through the Shenandoah Valley Campaign of 1864",5.0,1,1864-shenandoah-campaign,,,
336,"The Shenandoah Valley Campaigns, Omnibus E-book: Includes The Shenandoah Valley Campaign of 1862 and The Shenandoah Valley Campaign of 1864",0.0,0,1864-shenandoah-campaign,,,
337,The Shenandoah Valley Campaign: March-November 1864,5.0,2,1864-shenandoah-campaign,,,
338,"Alexander Neil and the Last Shenandoah Valley Campaign: Letters of an Army Surgeon to His Family, 1864",0.0,0,1864-shenandoah-campaign,,,
339,"The Shenandoah Valley Campaign, March-November 1864",3.0,2,1864-shenandoah-campaign,,,
341,"Sheridan's veterans. no. II. A souvenir of their third campaign in the Shenandoah valley. 1864--1883--1885. September 15-24, 1885. By F.H. Buffum. 1886 [Leather Bound]",0.0,0,1864-shenandoah-campaign,,,
342,"A summer campaign in the Shenandoah Valley, in 1864; ""one hundred days"" (four months and two days) of soldier life with the 152d Regiment Ohio Volunteer Infantry",0.0,0,1864-shenandoah-campaign,,,
343,Campaign in the Shenandoah Valley 1864,0.0,0,1864-shenandoah-campaign,,,
344,Shenandoah Valley in 1864 (Campaign of Silver War Series),0.0,0,1864-shenandoah-campaign,,,
345,In Letters of Fire: Tried in No Common Crucible The Shenandoah Valley Campaign of 1864,0.0,0,1864-shenandoah-campaign,,,
346,The Shenandoah Vally Campaign March-November 1864 (The U.S. Army Campaigns of the Civil War) by Raymond K. Bluhm Jr. (2016-02-19),0.0,0,1864-shenandoah-campaign,,,
347,The Shenandoah Valley Campaign March-November 1864,0.0,0,1864-shenandoah-campaign,,,
349,"Sheridan's Veterans: A Souvenir of Their Two Campaigns in the Shenandoah Valley; The One, of War, in 1864, the Other, of Peace, in 1883; Being the Record of the Excursion to the Battle-Fields of the V",0.0,0,1864-shenandoah-campaign,,,
351,"The Shenandoah Campaigns Of 1862 And 1864 And The Appomattox Campaign, 1865 V6: Papers Of The Military Historical Society Of Massachusetts",0.0,0,1864-shenandoah-campaign,,,
352,"Grant's campaign in Virginia, May 1-June 30, 1864 including the operations of the Shenandoah valley and on the River James, by J. H. Anderson ... 1908 [Leather Bound]",0.0,0,1864-shenandoah-campaign,,,
353,"The Shenandoah Campaigns of 1862 and 1864 and the Appomattox Campaign 1865, Vol. 6: Note, Citations of the War Records Published After the Papers in ... Added by the Authors or Editors for the Pu",0.0,0,1864-shenandoah-campaign,,,
354,"The Shenandoah Campaigns of 1862 and 1864 and the Appomattox Campaign, 1865",0.0,0,1864-shenandoah-campaign,,,
355,"The Shenandoah Valley in 1864: Campaigns of the Civil War, Vol. 11",4.67,3,1864-shenandoah-campaign,,,
356,The Shenandoah Valley In 1864 Campaigns of the Civil War - Volume XI,0.0,0,1864-shenandoah-campaign,,,
357,Shenandoah 1864: Sheridan’s valley campaign by Mark Lardas(2014-10-21),0.0,0,1864-shenandoah-campaign,,,
358,"Campaign in the Shenandoah Valley, 1864: A Paper Read Before the Eighth Vermont Volunteers and First Vermont Cavalry, at Their Annual Re-union, in Montpelier, Vermont, November 2, 1886",0.0,0,1864-shenandoah-campaign,,,
359,"Sheridan's Veterans, Vol. 2: A Souvenir of Their Third Campaign in the Shenandoah Valley, 1864-1883-1885; September 15-24, 1885",0.0,0,1864-shenandoah-campaign,,,
360,"Civilization and Capitalism 15th-18th Century, Vol. 1: The Structures of Everyday Life",4.35,619,18th-century,,,
361,Historical Fashion in Detail: The 17th and 18th Centuries,4.36,733,18th-century,,,
362,"Beyond the Cliffs of Kerry (Bold Women of the 18th Century, #1)",3.99,228,18th-century,,,
363,The Political Mind: Why You Can't Understand 21st-Century American Politics with an 18th-Century Brain,3.84,304,18th-century,,,
364,"The Pride of the King (Bold Women of the 18th Century, #2)",3.83,121,18th-century,,,
365,"Civilization and Capitalism 15th-18th Century, Vol 2: The Wheels of Commerce",4.44,541,18th-century,,,
366,A Venetian Affair: A True Tale of Forbidden Love in the 18th Century,3.46,330,18th-century,,,
367,"Civilization and Capitalism 15th-18th Century, Vol. 3: The Perspective of the World",4.43,456,18th-century,,,
368,"The American Duchess Guide to 18th Century Beauty: 40 Projects for Period-Accurate Hairstyles, Makeup and Accessories",4.43,182,18th-century,,,
369,Building a Bridge to the 18th Century: How the Past Can Improve Our Future,3.88,584,18th-century,,,
370,Terra Incognita: A History of Ignorance in the 18th and 19th Centuries,3.23,22,18th-century,,,
371,English Society in the 18th Century,3.79,460,18th-century,,,
372,The American Duchess Guide to 18th Century Dressmaking: How to Hand Sew Georgian Gowns and Wear Them With Style,4.55,380,18th-century,,,
373,"The Sword of the Banshee (Bold Women of the 18th Century, #3)",3.95,355,18th-century,,,
374,The Pug Who Bit Napoleon: Animal Tales of the 18th and 19th Centuries,3.65,133,18th-century,,,
375,Scherzo: Murder and Mystery in 18th Century Venice,3.12,257,18th-century,,,
376,The Georgians: The Deeds and Misdeeds of 18th-Century Britain,3.93,81,18th-century,,,
377,The Backcountry Brides Collection: Eight 18th Century Women Seek Love on Colonial America’s Frontier,4.24,135,18th-century,,,
378,"The Order of Books: Readers, Authors, and Libraries in Europe Between the 14th and 18th Centuries",3.67,141,18th-century,,,
379,The Recess (18th-Century Novels By Women),3.41,73,18th-century,,,
380,18th Century Embroidery Techniques,4.27,136,18th-century,,,
381,"The Wreckers: A Story of Killing Seas and Plundered Shipwrecks, from the 18th-Century to the Present Day",3.66,188,18th-century,,,
382,The Birth Of The Modern Mind: The Intellectual History Of The 17th And 18th Centuries,4.25,168,18th-century,,,
383,Our Life after Death: A Firsthand Account from an 18th-Century Scientist and Seer,3.79,48,18th-century,,,
384,"Sin and Fear: The Emergence of a Western Guilt Culture, 13th-18th Centuries",4.33,60,18th-century,,,
385,Material Lives: Women Makers and Consumer Culture in the 18th Century,4.3,27,18th-century,,,
386,18th Century Fashion in Detail,4.41,58,18th-century,,,
387,Perfectibilists: The 18th Century Bavarian Order of the Illuminati,4.22,59,18th-century,,,
388,How I Survived the 18th Century,5.0,1,18th-century,,,
389,Daily Life in 18th-Century England (The Greenwood Press Daily Life Through History Series),4.25,44,18th-century,,,
390,"The Curse of the Golden Hinde: Kidnapped by 18th Century Pirates, how would you survive?",4.67,6,18th-century,,,
391,The Old Tea Seller: Life and Zen Poetry in 18th Century Kyoto,4.27,67,18th-century,,,
392,"Selina, Countess of Huntingdon: Her Pivotal Role in the 18th Century Evangelical Awakening",4.38,60,18th-century,,,
393,The Cherokee Struggle to Maintain Identity in the 17th and 18th Centuries,3.88,8,18th-century,,,
394,The Floating Brothel: The Extraordinary True Story of an 18th-Century Ship and Its Cargo of Female Convicts,3.62,326,18th-century,,,
395,"The Longman Anthology of British Literature, Volume 1C: The Restoration and the 18th Century",3.78,130,18th-century,,,
396,The Emergence of Liberty in the Modern World: The Influence of Calvin on Five Governments from the 16th Through 18th Centuries,3.7,46,18th-century,,,
397,Henrietta (18th-Century Novels By Women),3.76,51,18th-century,,,
398,"In Bed with the Georgians: Sex, Scandal and Satire in the 18th Century",4.0,64,18th-century,,,
399,Vegetable Gardening the Colonial Williamsburg Way: 18th-Century Methods for Today's Organic Gardeners,4.36,66,18th-century,,,
